probe_set_id,genechip_array,species_scientific_name,annotation_date,sequence_type,sequence_source,transcript_id,target_description,representative_public_id,archival_unigene_cluster,unigene_id,genome_version,alignments,gene_symbol,chromosomal_location,unigene_cluster_type,ensembl,entrez_gene,ec,omim,refseq_protein_id,refseq_transcript_id,flybase,agi,wormbase,mgi_name,rgd_name,sgd_accession_number,qtl,annotation_description,gene_title_des
1552995_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375043.1,"gb:NM_145659.2 /DB_XREF=gi:28416912 /GEN=IL30 /TID=Hs2.375043.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=246778 /UG=Hs.375043 /DEF=Homo sapiens interleukin 30 (IL30), mRNA. /PROD=interleukin 30 /FL=gb:NM_145659.2 gb:AY099296.1",NM_145659,Hs.375043,Hs.528111,March 2006 (NCBI Build 36.1),chr16:28418472-28425656 (-) // 94.05 // p11.2,IL27,---,full length,---,246778,---,608273,NP_663634.2,NM_145659,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,interleukin 27
1552997_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.210956.1,"gb:NM_152397.1 /DB_XREF=gi:22748846 /TID=Hs2.210956.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=132141 /UG_GENE=MGC39725 /UG=Hs.210956 /UG_TITLE=hypothetical protein MGC39725 /DEF=Homo sapiens hypothetical protein MGC39725 (MGC39725), mRNA. /FL=gb:BC029595.1 gb:NM_152397.1",NM_152397,Hs.210956,Hs.671210,March 2006 (NCBI Build 36.1),chr3:51903932-51912391 (-) // 93.52 // p21.1,IQCF1,chr3p21.1,full length,---,132141,---,---,NP_689610.1,NM_152397,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,IQ motif containing F1
1552998_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.380220.1,"gb:NM_153325.1 /DB_XREF=gi:24233573 /GEN=DEFB125 /TID=Hs2.380220.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=245938 /UG=Hs.380220 /DEF=Homo sapiens defensin, beta 125 (DEFB125), mRNA. /PROD=defensin, beta 125 /FL=gb:NM_153325.1 gb:AY122477.1",NM_153325,Hs.380220,Hs.380220,March 2006 (NCBI Build 36.1),chr20:16362-25296 (+) // 100.0 // p13,DEFB125,chr20p13,full length,ENSG00000178591,245938,---,---,NP_697020.2,NM_153325,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"defensin, beta 125"
1552999_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.209294.1,"gb:NM_172006.1 /DB_XREF=gi:26006868 /GEN=WFDC10B /TID=Hs2.209294.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=280664 /UG=Hs.209294 /DEF=Homo sapiens WAP four-disulfide core domain 10B (WFDC10B), transcript variant 1, mRNA. /PROD=protease inhibitor WAP12 isoform a /FL=gb:AF454506.1 gb:NM_172006.1",NM_172006,Hs.209294,Hs.237392,March 2006 (NCBI Build 36.1),chr20:43746703-43767072 (-) // 99.21 // q13.12,WFDC10B,chr20q13.12,full length,---,280664,---,---,NP_742003.1 /// NP_742143.1,NM_172006 /// NM_172131,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,WAP four-disulfide core domain 10B
1553002_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.381378.1,"gb:NM_152250.1 /DB_XREF=gi:22748616 /GEN=DEFB105 /TID=Hs2.381378.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=260312 /UG=Hs.381378 /DEF=Homo sapiens defensin, beta 105 (DEFB105), mRNA. /PROD=defensin, beta 105 /FL=gb:AB089180.1 gb:NM_152250.1",NM_152250,Hs.381378,Hs.381378,March 2006 (NCBI Build 36.1),chr8:7332652-7334483 (+) // 100.0 // p23.1 /// chr8:7716939-7718770 (-) // 100.0 // p23.1,DEFB105A /// DEFB105B,chr8p23.1,full length,---,245908 /// 504180,---,---,NP_001035793.1 /// NP_689463.1,NM_001040703 /// NM_152250,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // true // Matching Probes // A,"defensin, beta 105A /// defensin, beta 105B"
1553003_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.143943.2,"gb:NM_170724.1 /DB_XREF=gi:25777666 /GEN=PKHD1 /TID=Hs2.143943.2 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=5314 /UG=Hs.143943 /DEF=Homo sapiens polycystic kidney and hepatic disease 1 (autosomal recessive) (PKHD1), transcript variant 2, mRNA. /PROD=polycystic kidney and hepatic disease 1 isoform2 /FL=gb:NM_170724.1 gb:AY092083.1",NM_170724,Hs.143943,Hs.662050,March 2006 (NCBI Build 36.1),chr6:51693605-52060382 (-) // 97.54 // p12.2,PKHD1,chr6p12.2,full length,---,5314,---,263200 /// 606702,NP_619639.3 /// NP_733842.2,NM_138694 /// NM_170724,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,polycystic kidney and hepatic disease 1 (autosomal recessive)
1553004_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.242802.1,"gb:NM_138295.1 /DB_XREF=gi:19923083 /GEN=PKD1L1 /TID=Hs2.242802.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=168507 /UG=Hs.242802 /DEF=Homo sapiens polycystic kidney disease 1 like 1 (PKD1L1), mRNA. /PROD=polycystic kidney disease 1 like 1 /FL=gb:AB061683.1 gb:NM_138295.1",NM_138295,Hs.242802,Hs.195979,March 2006 (NCBI Build 36.1),chr7:47781197-47954562 (-) // 98.31 // p12.3,PKD1L1,chr7p12.3,full length,---,168507,---,609721,NP_612152.1,NM_138295,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,polycystic kidney disease 1 like 1
1553006_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.381354.1,"gb:NM_153834.1 /DB_XREF=gi:24475864 /GEN=GPR112 /TID=Hs2.381354.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=139378 /UG=Hs.381354 /DEF=Homo sapiens G protein-coupled receptor 112 (GPR112), mRNA. /PROD=G-protein coupled receptor 112 /FL=gb:NM_153834.1 gb:AY140954.1",NM_153834,Hs.381354,Hs.381354,March 2006 (NCBI Build 36.1),chrX:135232721-135346879 (+) // 99.93 // q26.3,GPR112,chrXq26.3,full length,ENSG00000156920,139378,---,---,NP_722576.3,NM_153834,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,G protein-coupled receptor 112
1553007_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.23796.1,"gb:NM_014253.1 /DB_XREF=gi:7657410 /GEN=ODZ1 /TID=Hs2.23796.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=10178 /UG=Hs.23796 /DEF=Homo sapiens odz, odd Ozten-m homolog 1(Drosophila) (ODZ1), mRNA. /PROD=odz, odd Ozten-m homolog 1(Drosophila) /FL=gb:AF100772.1 gb:NM_014253.1",NM_014253,Hs.23796,Hs.23796,March 2006 (NCBI Build 36.1),chrX:123342015-123925347 (-) // 99.54 // q25,ODZ1,chrXq25,full length,ENSG00000009694,10178,---,300588,NP_055068.2,NM_014253,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"odz, odd Oz/ten-m homolog 1(Drosophila)"
1553009_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.437111.1,"gb:NM_172239.1 /DB_XREF=gi:26665874 /GEN=GOR /TID=Hs2.437111.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=254958 /UG=Hs.437111 /DEF=Homo sapiens exonuclease GOR (GOR), mRNA. /PROD=exonuclease GOR /FL=gb:AF495523.1 gb:NM_172239.1",NM_172239,Hs.437111,Hs.373854,March 2006 (NCBI Build 36.1),chr8_random:585019-593258 (+) // 37.87 // /// chr8:86755784-86762520 (-) // 71.27 // q21.2 /// chr8:86873798-86885887 (-) // 71.21 // q21.2 /// chr8:86861607-86873697 (-) // 71.1 // q21.2 /// chr8:86762621-86897801 (-) // 71.1 // q21.2 /// chr8:86897902-86909985 (-) // 71.33 // q21.2,REXO1L1,chr8q21.2,full length,---,254958,---,---,NP_758439.2,NM_172239,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1"
1553011_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.406146.1,"gb:NM_153809.1 /DB_XREF=gi:24429571 /GEN=TAF1L /TID=Hs2.406146.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=138474 /UG=Hs.406146 /DEF=Homo sapiens TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa (TAF1L), mRNA. /PROD=TBP-associated factor RNA polymerase 1-like /FL=gb:AF390562.1 gb:NM_153809.1",NM_153809,Hs.406146,Hs.591086,March 2006 (NCBI Build 36.1),chrX:70502813-70601499 (+) // 90.61 // q13.1 /// chr9:32619451-32625667 (-) // 95.19 // p21.1,TAF1L,chr9p21.1,full length,---,138474,---,607798,NP_722516.1,NM_153809,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa"
1553013_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.350768.1,"gb:NM_130773.2 /DB_XREF=gi:20544138 /GEN=caspr5 /TID=Hs2.350768.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=129684 /UG=Hs.350768 /DEF=Homo sapiens caspr5 protein (caspr5), transcript variant 1, mRNA. /PROD=caspr5 protein isoform 1 /FL=gb:NM_130773.2 gb:AB077881.1",NM_130773,Hs.350768,Hs.660653,March 2006 (NCBI Build 36.1),chr2:124499333-125389334 (+) // 97.77 // q14.3,CNTNAP5,chr2q14.3,full length,ENSG00000155052,129684,---,610519,NP_570129.1 /// NP_620549.1,NM_130773 /// NM_138996,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,contactin associated protein-like 5
1553015_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.31442.1,"gb:NM_004260.1 /DB_XREF=gi:4759029 /GEN=RECQL4 /TID=Hs2.31442.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=9401 /UG=Hs.31442 /DEF=Homo sapiens RecQ protein-like 4 (RECQL4), mRNA. /PROD=RecQ protein-like 4 /FL=gb:NM_004260.1 gb:AB006532.1",NM_004260,Hs.31442,Hs.31442,March 2006 (NCBI Build 36.1),chr8:145707621-145713976 (-) // 99.92 // q24.3,RECQL4,chr8q24.3,full length,ENSG00000160957,9401,---,218600 /// 266280 /// 268400 /// 603780,NP_004251.2,NM_004260,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,RecQ protein-like 4
1553016_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.116073.1,"gb:NM_153835.1 /DB_XREF=gi:24475866 /GEN=GPR113 /TID=Hs2.116073.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=165082 /UG=Hs.116073 /DEF=Homo sapiens G protein-coupled receptor 113 (GPR113), mRNA. /PROD=G-protein coupled receptor 113 /FL=gb:NM_153835.1 gb:AY140955.1",NM_153835,Hs.116073,Hs.631878,March 2006 (NCBI Build 36.1),chr2:26386315-26395421 (-) // 99.97 // p23.3,GPR113,chr2p23.3,full length,ENSG00000173567,165082,---,---,NP_722577.2,NM_153835,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 4 transcripts. // false // Matching Probes // A,G protein-coupled receptor 113
1553019_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352626.1,"gb:NM_080751.1 /DB_XREF=gi:20304092 /GEN=TMC2 /TID=Hs2.352626.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=117532 /UG=Hs.352626 /DEF=Homo sapiens transmembrane, cochlear expressed, 2 (TMC2), mRNA. /PROD=transmembrane cochlear-expressed protein 2 /FL=gb:NM_080751.1 gb:AF417580.1",NM_080751,Hs.352626,Hs.352626,March 2006 (NCBI Build 36.1),chr20:2465252-2570430 (+) // 99.94 // p13,TMC2,chr20p13,full length,ENSG00000149488,117532,---,606707,NP_542789.2,NM_080751,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,transmembrane channel-like 2
1553020_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.352643.1,"gb:NM_144774.1 /DB_XREF=gi:21426842 /TID=Hs2.352643.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=140771 /UG_GENE=SMCR5 /UG=Hs.352643 /UG_TITLE=Smith-Magenis syndrome chromosome region, candidate 5 /DEF=Homo sapiens Smith-Magenis syndrome chromosome region, candidate 5 (SMCR5), mRNA. /FL=gb:NM_144774.1 gb:AF467442.1",NM_144774,Hs.352643,Hs.352643,March 2006 (NCBI Build 36.1),chr17:17620851-17623568 (-) // 57.86 // p11.2,SMCR5,---,full length,---,140771,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"Smith-Magenis syndrome chromosome region, candidate 5"
1553021_s_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.330988.1,"gb:NM_015250.1 /DB_XREF=gi:21735416 /GEN=BICD2 /TID=Hs2.330988.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=23299 /UG=Hs.330988 /DEF=Homo sapiens coiled-coil protein BICD2 (BICD2), mRNA. /PROD=coiled-coil protein BICD2 /FL=gb:NM_015250.1 gb:AY052562.1",NM_015250,Hs.330988,Hs.436939,March 2006 (NCBI Build 36.1),chr9:94515363-94566904 (-) // 100.0 // q22.31,BICD2,chr9q22.31,full length,---,23299,---,609797,NP_001003800.1 /// NP_056065.1,NM_001003800 /// NM_015250,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,bicaudal D homolog 2 (Drosophila)
1553022_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.348622.1,"gb:NM_052882.1 /DB_XREF=gi:16418390 /GEN=ZIM3 /TID=Hs2.348622.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=114026 /UG=Hs.348622 /DEF=Homo sapiens zinc finger, imprinted 3 (ZIM3), mRNA. /PROD=zinc finger, imprinted 3 /FL=gb:NM_052882.1 gb:AF365931.1",NM_052882,Hs.348622,Hs.348622,March 2006 (NCBI Build 36.1),chr19:62337275-62348382 (-) // 78.11 // q13.43,ZIM3,---,full length,---,114026,---,---,NP_443114.1,NM_052882,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"zinc finger, imprinted 3"
1553023_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.160199.1,"gb:NM_024505.2 /DB_XREF=gi:20127623 /GEN=NOX5 /TID=Hs2.160199.1 /CNT=2 /FEA=FLmRNA /TIER=FL /STK=2 /LL=79400 /UG=Hs.160199 /DEF=Homo sapiens NADPH oxidase, EF hand calcium-binding domain 5 (NOX5), mRNA. /PROD=NADPH oxidase, EF hand calcium-binding domain 5 /FL=gb:NM_024505.2 gb:AF325190.1",NM_024505,Hs.160199,Hs.657932,March 2006 (NCBI Build 36.1),chr15:67009917-67136127 (+) // 94.58 // q23,NOX5,chr15q23,full length,ENSG00000137808,79400,---,606572,NP_078781.2,NM_024505,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,"NADPH oxidase, EF-hand calcium binding domain 5"
1552946_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375812.1,"gb:NM_153608.1 /DB_XREF=gi:23957699 /TID=Hs2.375812.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=163071 /UG_GENE=MGC17986 /UG=Hs.375812 /UG_TITLE=hypothetical protein MGC17986 /DEF=Homo sapiens hypothetical protein MGC17986 (MGC17986), mRNA. /FL=gb:NM_153608.1",NM_153608,Hs.375812,Hs.511883,March 2006 (NCBI Build 36.1),chr19:53466465-53482675 (+) // 86.58 // q13.32,ZNF114,chr19q13.32,full length,ENSG00000178150,163071,---,603996,NP_705836.1,NM_153608,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,zinc finger protein 114
1552947_x_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.375812.1,"gb:NM_153608.1 /DB_XREF=gi:23957699 /TID=Hs2.375812.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=163071 /UG_GENE=MGC17986 /UG=Hs.375812 /UG_TITLE=hypothetical protein MGC17986 /DEF=Homo sapiens hypothetical protein MGC17986 (MGC17986), mRNA. /FL=gb:NM_153608.1",NM_153608,Hs.375812,Hs.511883,March 2006 (NCBI Build 36.1),chr19:53466465-53482675 (+) // 86.58 // q13.32,ZNF114,chr19q13.32,full length,ENSG00000178150,163071,---,603996,NP_705836.1,NM_153608,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,zinc finger protein 114
1552948_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.125919.1,"gb:NM_152492.1 /DB_XREF=gi:22749024 /TID=Hs2.125919.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=148870 /UG_GENE=FLJ32825 /UG=Hs.125919 /UG_TITLE=hypothetical protein FLJ32825 /DEF=Homo sapiens hypothetical protein FLJ32825 (FLJ32825), mRNA. /FL=gb:NM_152492.1",NM_152492,Hs.125919,Hs.348700,March 2006 (NCBI Build 36.1),chr1:3658821-3678068 (+) // 95.74 // p36.32,CCDC27,chr1p36.32,full length,---,148870,---,---,NP_689705.1,NM_152492,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,coiled-coil domain containing 27
1552950_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.130979.1,"gb:NM_173528.1 /DB_XREF=gi:27734946 /TID=Hs2.130979.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=161502 /UG_GENE=FLJ38615 /UG=Hs.130979 /UG_TITLE=hypothetical protein FLJ38615 /DEF=Homo sapiens hypothetical protein FLJ38615 (FLJ38615), mRNA. /FL=gb:NM_173528.1",NM_173528,Hs.130979,Hs.130979,March 2006 (NCBI Build 36.1),chr15:79178803-79228571 (+) // 93.53 // q25.1,C15orf26,chr15q25.1,full length,ENSG00000156206,161502,---,---,NP_775799.1,NM_173528,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,chromosome 15 open reading frame 26
1552952_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.302072.1,"gb:NM_144971.1 /DB_XREF=gi:21699055 /TID=Hs2.302072.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=159162 /UG_GENE=MGC26641 /UG=Hs.302072 /UG_TITLE=hypothetical protein MGC26641 /DEF=Homo sapiens hypothetical protein MGC26641 (MGC26641), mRNA. /FL=gb:NM_144971.1 gb:BC026077.1",NM_144971,Hs.302072,---,March 2006 (NCBI Build 36.1),chrY:22864393-22871738 (+) // 82.11 // q11.223,RBMY2FP,chrYq11.223,---,ENSG00000131003,159162,---,---,---,NR_002193,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,"RNA binding motif protein, Y-linked, family 2, member F pseudogene"
1552953_a_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.322431.1,"gb:NM_006160.2 /DB_XREF=gi:21314637 /GEN=NEUROD2 /TID=Hs2.322431.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=4761 /UG=Hs.322431 /DEF=Homo sapiens neurogenic differentiation 2 (NEUROD2), mRNA. /PROD=neurogenic differentiation 2 /FL=gb:BC022481.1 gb:NM_006160.2",NM_006160,Hs.322431,Hs.322431,March 2006 (NCBI Build 36.1),chr17:35014574-35017699 (-) // 90.24 // q12,NEUROD2,chr17q12,full length,---,4761,---,601725,NP_006151.3,NM_006160,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,neurogenic differentiation 2
1552954_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.363881.1,"gb:NM_173668.1 /DB_XREF=gi:27734704 /TID=Hs2.363881.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=285685 /UG_GENE=FLJ34836 /UG=Hs.363881 /UG_TITLE=hypothetical protein FLJ34836 /DEF=Homo sapiens hypothetical protein FLJ34836 (FLJ34836), mRNA. /FL=gb:NM_173668.1",NM_173668,Hs.363881,Hs.653082,March 2006 (NCBI Build 36.1),chr5:24015800-24214131 (+) // 37.81 // p14.2,C5orf17,chr5p14.2,full length,---,439936,---,---,---,XR_000590 /// XR_000620,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 5 open reading frame 17
1552955_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.145579.1,"gb:NM_054029.1 /DB_XREF=gi:16876448 /TID=Hs2.145579.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=83655 /UG_GENE=C8orf14 /UG=Hs.145579 /UG_TITLE=chromosome 8 open reading frame 14 /DEF=Homo sapiens chromosome 8 open reading frame 14 (C8orf14), mRNA. /FL=gb:NM_054029.1",NM_054029,Hs.145579,Hs.145579,March 2006 (NCBI Build 36.1),chr8:11471452-11476259 (+) // 85.48 // p23.1,C8orf14,chr8p23-p22,---,ENSG00000170983,83655,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 1 transcripts. // false // Matching Probes // A,chromosome 8 open reading frame 14
1552957_at,Human Genome U133 Plus 2.0 Array,Homo sapiens,11-Jul-07,Consensus sequence,GenBank,Hs2.348624.1,"gb:NM_145299.1 /DB_XREF=gi:21686978 /TID=Hs2.348624.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=2 /LL=200383 /UG_GENE=LOC200383 /UG=Hs.348624 /UG_TITLE=similar to Dynein heavy chain at 16F /DEF=Homo sapiens similar to Dynein heavy chain at 16F (LOC200383), mRNA. /FL=gb:NM_145299.1 gb:BC015442.1",NM_145299,Hs.348624,Hs.249972,March 2006 (NCBI Build 36.1),chr2:84738941-84778475 (+) // 98.62 // p11.2,LOC200383,chr2p11.2,full length,ENSG00000163544,200383,---,---,---,---,---,---,---,---,---,---,---,This probe set was annotated using the Matching Probes based pipeline to a Entrez Gene identifier using 2 transcripts. // false // Matching Probes // A,similar to Dynein heavy chain at 16F
